,,Jason Stuart Redding Miyares,Mark Rankin Herring,Write-Ins,Total Votes Cast,Undervotes
Precinct,38 - Bailey Creek (CD 3),636,229,0,865,0
Precinct,39 - Lake Drummond (CD 4),449,270,0,719,0
Precinct,41 - John T West (CD 4),825,663,5,1493,0
Precinct,42 - Parkways (CD 3),275,384,0,659,0
Precinct,43 - Pleasant Crossing (CD 4),735,195,2,932,0
Precinct,44 - Nansemond (CD 3),355,406,0,761,0
Precinct,45 - Sunray II (CD 4),146,177,0,323,0
Precinct,46 - Bells Mill II (CD 4),597,340,1,938,0
Precinct,48 - Jolliff Middle School (CD 4),116,680,3,799,0
Precinct,49 - Waterway (CD 4),455,302,0,757,0
Precinct,50 - River Walk (CD 4),470,510,2,982,0
Precinct,51 - Coopers Way (CD 4),1164,374,1,1539,0
Precinct,52 - Shipyard Road (CD 4),375,364,1,740,0
Precinct,53 - Fairways (CD 3),566,523,0,1089,0
Precinct,54 - Pughsville (CD 3),227,431,1,659,0
Precinct,55 - Georgetown East (CD 3),139,309,0,448,0
Precinct,56 - Green Tree (CD 3),341,360,1,702,0
Precinct,57 - Cypress (CD 3),336,338,0,674,0
Precinct,58 - Expressway (CD 4),120,219,0,339,0
Precinct,59 - Clearfield (CD 4),520,438,0,958,0
Precinct,60 - Parker Road (CD 4),673,230,1,904,0
Precinct,61 - Centerville (CD 4),1027,328,2,1357,0
Precinct,62 - Fentress (CD 4),887,312,0,1199,0
Precinct,63 - Poplar Branch (CD 4),522,97,1,620,0
Precinct,64 - Deep Creek Ii (CD 4),439,336,1,776,0
Precinct,65 - Waterway Ii (CD 4),466,300,0,766,0
Precinct,AB - Central Absentee Precinct (CD 3),711,2694,3,3408,0
Precinct,Ab - Central Absentee Precinct (CD 4),1410,2767,2,4179,0
Precinct,Provisional (CD 3),25,70,0,95,0
Precinct,Provisional (CD 4),45,65,0,110,0
Locality,Chesterfield County,80993,74719,153,155865,0
Precinct,##ev - Central Absentee Precinct (CD 4),8918,6796,9,15723,0
Precinct,##ev - Central Absentee Precinct (CD 7),19207,18119,25,37351,0
Precinct,##pe - Central Absentee Precinct (CD 4),66,172,1,239,0
Precinct,##pe - Central Absentee Precinct (CD 7),216,574,0,790,0
Precinct,101 - Bellwood (CD 4),430,376,2,808,0
Precinct,102 - South Chester (CD 4),680,503,2,1185,0
Precinct,103 - Enon (CD 4),1121,653,0,1774,0
Precinct,104 - North Chester (CD 4),865,463,5,1333,0
Precinct,105 - Drewrys Bluff (CD 7),310,419,4,733,0
Precinct,106 - Harrowgate (CD 4),810,775,3,1588,0
Precinct,107 - Wells (CD 4),621,545,1,1167,0
Precinct,108 - Ecoff (CD 4),881,493,0,1374,0
Precinct,109 - Elizabeth Scott (CD 4),1077,757,2,1836,0
Precinct,110 - Dutch Gap (CD 4),577,402,1,980,0
Precinct,111 - Iron Bridge (CD 4),481,265,0,746,0
Precinct,112 - Carver (CD 4),486,432,0,918,0
Precinct,113 - Iron Bridge North (CD 4),412,422,0,834,0
Precinct,201 - Gates (CD 4),476,309,1,786,0
Precinct,202 - Beulah (CD 7),421,805,1,1227,0
Precinct,203 - Bird (CD 4),319,243,0,562,0
Precinct,204 - Jacobs (CD 7),390,392,0,782,0
Precinct,205 - Falling Creek (CD 7),287,653,0,940,0
Precinct,206 - Belmont (CD 7),117,441,2,560,0
Precinct,207 - Chippenham (CD 7),109,230,1,340,0
Precinct,208 - Meadowbrook (CD 7),252,597,2,851,0
Precinct,209 - Salem Church (CD 4),573,385,2,960,0
Precinct,210 - Five Forks (CD 7),572,882,1,1455,0
Precinct,211 - Nash (CD 4),996,469,2,1467,0
Precinct,212 - St. Luke's (CD 7),399,301,1,701,0
Precinct,213 - Southside (CD 7),162,391,2,555,0
Precinct,214 - Hopkins (CD 7),28,114,0,142,0
Precinct,215 - North Bird (CD 7),164,286,0,450,0
Precinct,216 - Ridgedale (CD 7),187,659,0,846,0
Precinct,301 - Ettrick (CD 4),247,614,4,865,0
Precinct,302 - Deer Run (CD 7),293,159,0,452,0
Precinct,303 - Matoaca (CD 4),793,504,0,1297,0
Precinct,304 - Winfrees Store (CD 4),785,198,1,984,0
Precinct,305 - Beach (CD 4),407,99,0,506,0
Precinct,306 - Winterpock (CD 7),1291,331,0,1622,0
Precinct,307 - Cosby (CD 7),1373,940,3,2316,0
Precinct,308 - South Manchester (CD 7),195,209,0,404,0
Precinct,309 - Skinquarter (CD 7),868,434,1,1303,0
Precinct,310 - Tomahawk (CD 7),854,574,2,1430,0
Precinct,313 - Woolridge (CD 7),1124,733,0,1857,0
Precinct,314 - Longhouse (CD 4),541,100,0,641,0
Precinct,315 - Bailey Bridge (CD 7),969,332,0,1301,0
Precinct,316 - Spring Run (CD 7),825,505,4,1334,0
Precinct,317 - Birkdale (CD 7),1012,609,0,1621,0
Precinct,318 - West Beach (CD 7),314,151,0,465,0
Precinct,319 - Magnolia (CD 7),1325,745,1,2071,0
Precinct,401 - Harbour Pointe (CD 7),489,328,1,818,0
Precinct,402 - Genito (CD 7),262,248,0,510,0
Precinct,403 - Brandermill (CD 7),789,617,1,1407,0
Precinct,404 - Providence (CD 7),496,547,1,1044,0
Precinct,405 - La Prade (CD 7),553,435,2,990,0
Precinct,406 - Smoketree (CD 7),615,432,1,1048,0
Precinct,407 - Monacan (CD 7),388,254,2,644,0
Precinct,408 - Reams (CD 7),606,736,2,1344,0
Precinct,409 - Manchester (CD 7),372,410,1,783,0
Precinct,410 - Wagstaff (CD 7),419,355,0,774,0
Precinct,411 - Swift Creek (CD 7),745,538,1,1284,0
Precinct,412 - Clover Hill (CD 7),675,533,1,1209,0
Precinct,413 - Shenandoah (CD 7),579,543,2,1124,0
Precinct,414 - Crenshaw (CD 7),1039,748,2,1789,0
Precinct,415 - Evergreen (CD 7),655,485,2,1142,0
Precinct,416 - Evergreen West (CD 7),465,392,0,857,0
Precinct,417 - Edgewater (CD 7),474,363,1,838,0
Precinct,501 - Huguenot (CD 7),513,570,2,1085,0
Precinct,502 - Crestwood (CD 7),343,364,1,708,0
Precinct,503 - Midlothian (CD 7),858,571,1,1430,0
Precinct,504 - Robious (CD 7),1158,758,2,1918,0
Precinct,505 - Bon Air (CD 7),662,793,2,1457,0
Precinct,506 - Greenfield (CD 7),622,762,3,1387,0
Precinct,507 - Salisbury (CD 7),1238,772,3,2013,0
Precinct,508 - Belgrade (CD 7),599,504,1,1104,0
Precinct,509 - Cranbeck (CD 7),389,513,1,903,0
Precinct,510 - Sycamore (CD 7),791,535,0,1326,0
Precinct,511 - Black Heath (CD 7),662,424,0,1086,0
Precinct,513 - Beaufont (CD 7),193,362,0,555,0
Precinct,514 - Watkins (CD 7),899,591,0,1490,0
Precinct,515 - Davis (CD 7),224,633,2,859,0
Precinct,516 - Pocoshock (CD 7),195,412,3,610,0
Precinct,517 - Roseland (CD 7),748,428,1,1177,0
Precinct,518 - Midlothian North (CD 7),937,525,1,1463,0
Precinct,Ab - Central Absentee Precinct (CD 4),1089,2449,10,3548,0
Precinct,Ab - Central Absentee Precinct (CD 7),3374,8097,14,11485,0
Precinct,Provisional (CD 4),10,21,0,31,0
Precinct,Provisional (CD 7),42,111,0,153,0
Locality,Clarke County,4538,2838,6,7382,0
Precinct,##ev - Central Absentee Precinct,1206,1065,1,2272,0
Precinct,##pe - Central Absentee Precinct,13,11,0,24,0
Precinct,101 - Russell,702,244,1,947,0
Precinct,201 - Berryville,461,281,0,742,0
Precinct,301 - Millwood,437,181,2,620,0
Precinct,302 - Pine Grove,242,118,0,360,0
Precinct,401 - White Post,686,305,0,991,0
Precinct,501 - Buckmarsh,437,196,0,633,0
Precinct,502 - Blue Ridge,211,106,1,318,0
Precinct,Ab - Central Absentee Precinct,140,327,1,468,0
Precinct,Provisional,3,4,0,7,0
Locality,Colonial Heights City,4892,1763,7,6662,0
Precinct,##EV - Central Absentee Precinct,1956,574,2,2532,0
Precinct,##pe - Central Absentee Precinct,4,10,0,14,0
Precinct,1 - First,438,152,1,591,0
Precinct,2 - Second,479,180,1,660,0
Precinct,3 - Third,535,203,1,739,0
Precinct,4 - Fourth,556,231,0,787,0
Precinct,5 - Fifth,707,209,2,918,0
Precinct,Ab - Central Absentee Precinct,217,203,0,420,0
Precinct,Provisional,0,1,0,1,0
Locality,Covington City,1162,619,1,1782,0
Precinct,##pe - Central Absentee Precinct,0,2,0,2,0
Precinct,101 - Precinct 1-1,156,73,0,229,0
Precinct,201 - Precinct 2-1,185,89,0,274,0
Precinct,301 - Precinct 3-1,87,94,0,181,0
Precinct,401 - Precinct 4-1,269,84,0,353,0
Precinct,501 - Precinct 5-1,295,86,0,381,0
Precinct,Ab - Central Absentee Precinct,170,191,1,362,0
Precinct,Provisional,0,0,0,0,0
Precinct,ev - Central Absentee Precinct,0,0,0,0,0
Locality,Craig County,2052,430,6,2488,0
Precinct,##ev - Central Absentee Precinct,369,95,2,466,0
Precinct,##pe - Central Absentee Precinct,0,1,0,1,0
Precinct,101 - Court House,280,44,0,324,0
Precinct,201 - Ammendale Precinct,378,46,1,425,0
Precinct,301 - Givens & Reynolds Store,221,56,0,277,0
Precinct,303 - Marshalls Store,162,39,0,201,0
Precinct,401 - Barbours Creek,148,29,1,178,0
Precinct,402 - Paint Bank,26,8,0,34,0
Precinct,403 - Craig Springs,150,27,0,177,0
Precinct,501 - Craig City,271,40,2,313,0
Precinct,AB - Central Absentee Precinct,47,45,0,92,0
Precinct,Provisional,0,0,0,0,0
Locality,Culpeper County,13222,6892,13,20127,0
Precinct,##ev - Central Absentee Precinct,2501,2060,1,4562,0
Precinct,##pe - Central Absentee Precinct,14,25,0,39,0
Precinct,101 - West Fairfax,869,591,5,1465,0
Precinct,201 - East Fairfax,653,545,0,1198,0
Precinct,302 - Eggbornsville,767,179,0,946,0
Precinct,303 - Cardova,602,147,0,749,0
Precinct,304 - Willow Shade,178,112,0,290,0
Precinct,401 - Eldorado,771,219,1,991,0
Precinct,402 - Browns Store,1116,361,3,1480,0
Precinct,501 - Jeffersonton,1084,352,0,1436,0
Precinct,502 - Rixeyville,980,241,0,1221,0
Precinct,601 - Mitchells,163,57,0,220,0
Precinct,602 - Pearl Sample,822,315,1,1138,0
Precinct,603 - South Ridge,235,131,0,366,0
Precinct,702 - Brandy Station,1060,285,1,1346,0
Precinct,703 - Lignum,523,142,1,666,0
Precinct,704 - Richardsville,363,71,0,434,0
Precinct,Ab - Central Absentee Precinct,509,1047,0,1556,0
Precinct,Provisional,12,12,0,24,0
Locality,Cumberland County,2660,1543,1,4204,0
Precinct,##ev - Central Absentee Precinct,494,441,0,935,0
Precinct,##pe - Central Absentee Precinct,1,2,0,3,0
Precinct,101 - Precinct 1,548,206,1,755,0
Precinct,201 - Precinct 2,450,144,0,594,0
Precinct,301 - Precinct 3,276,212,0,488,0
Precinct,401 - Precinct 4,458,167,0,625,0
Precinct,501 - Precinct 5,358,220,0,578,0
Precinct,Ab - Central Absentee Precinct,75,150,0,225,0
Precinct,Provisional,0,1,0,1,0
Locality,Danville City,5801,6923,8,12732,0
Precinct,##ev - Central Absentee Precinct,1479,1605,1,3085,0
Precinct,##pe - Central Absentee Precinct,10,16,0,26,0
Precinct,1 - Ward One,58,160,0,218,0
Precinct,2 - Ward Two,106,151,0,257,0
Precinct,3 - Ward Three,173,290,0,463,0
Precinct,4 - Ward Four,493,451,2,946,0
Precinct,6 - Ward Six,55,190,0,245,0
Precinct,7 - Ward Seven,84,289,0,373,0
Precinct,8 - Ward Eight,142,257,2,401,0
Precinct,9 - Ward Nine,219,196,0,415,0
Precinct,10 - Ward Ten,274,304,2,580,0
Precinct,11 - Ward Eleven,248,419,1,668,0
Precinct,12 - Ward Twelve,329,444,0,773,0
Precinct,13 - Ward Thirteen,308,387,0,695,0
Precinct,14 - Ward Fourteen,12,73,0,85,0
Precinct,15 - Ward Fifteen,391,310,0,701,0
Precinct,16 - Ward Sixteen,555,324,0,879,0
Precinct,17 - Ward Seventeen,530,177,0,707,0
Precinct,Ab - Central Absentee Precinct,331,861,0,1192,0
Precinct,Provisional,4,19,0,23,0
Locality,Dickenson County,3819,961,2,4782,0
Precinct,##ev - Central Absentee Precinct,854,355,0,1209,0
Precinct,##pe - Central Absentee Precinct,2,4,0,6,0
Precinct,101 - South Clintwood,488,79,0,567,0
Precinct,201 - Nora,213,35,0,248,0
Precinct,202 - Frying Pan,94,11,0,105,0
Precinct,203 - Clinchco,268,56,0,324,0
Precinct,301 - West Dante,153,6,0,159,0
Precinct,302 - Herald,263,24,0,287,0
Precinct,303 - Ridge,187,29,0,216,0
Precinct,304 - Longs Fork,162,14,0,176,0
Precinct,401 - Haysi-colley,485,131,1,617,0
Precinct,501 - Tarpon,128,29,0,157,0
Precinct,502 - North Clintwood,409,71,1,481,0
Precinct,Ab - Central Absentee Precinct,111,114,0,225,0
Precinct,Provisional,2,3,0,5,0
Locality,Dinwiddie County,7302,4223,5,11530,0
Precinct,##ev - Central Absentee Precinct,1857,1348,1,3206,0
Precinct,##pe - Central Absentee Precinct,7,21,0,28,0
Precinct,101 - White Oak,354,63,1,418,0
Precinct,102 - Rocky Run,449,90,0,539,0
Precinct,103 - Church Road,769,96,0,865,0
Precinct,201 - Rohoic,209,221,0,430,0
Precinct,202 - Sutherland,728,317,1,1046,0
Precinct,301 - Reams,326,83,1,410,0
Precinct,302 - New Hope,413,162,0,575,0
Precinct,303 - Little Zion,435,257,0,692,0
Precinct,401 - Dinwiddie,537,213,0,750,0
Precinct,402 - Mckenney,345,153,0,498,0
Precinct,403 - Cherry Hill,211,119,1,331,0
Precinct,501 - Edgehill,45,84,0,129,0
Precinct,502 - Chesdin,418,561,0,979,0
Precinct,Ab - Central Absentee Precinct,198,432,0,630,0
Precinct,Provisional,1,3,0,4,0
Locality,Emporia City,708,897,1,1606,0
Precinct,##ev - Central Absentee Precinct,141,77,0,218,0
Precinct,##pe - Central Absentee Precinct,0,1,0,1,0
Precinct,101 - Precinct 1-1,67,148,0,215,0
Precinct,201 - Precinct 2-1,10,97,0,107,0
Precinct,301 - Precinct 3-1,113,86,0,199,0
Precinct,401 - Precinct 4-1,123,115,0,238,0
Precinct,501 - Precinct 5-1,6,90,1,97,0
Precinct,601 - District 6,156,66,0,222,0
Precinct,701 - District 7,48,111,0,159,0
Precinct,AB - Central Absentee Precinct,44,105,0,149,0
Precinct,Provisional,0,1,0,1,0
Locality,Essex County,2654,2038,1,4693,0
Precinct,##ev - Central Absentee Precinct,894,800,0,1694,0
Precinct,##pe - Central Absentee Precinct,1,3,0,4,0
Precinct,101 - Greater Tappahannock,317,254,0,571,0
Precinct,201 - North,278,343,0,621,0
Precinct,301 - South,621,238,0,859,0
Precinct,401 - Central,459,227,0,686,0
Precinct,Ab - Central Absentee Precinct,82,171,1,254,0
Precinct,Provisional,2,2,0,4,0
Locality,Fairfax City,3560,6501,8,10069,0
Precinct,##ev - Central Absentee Precinct,1042,2127,2,3171,0
Precinct,##pe - Central Absentee Precinct,12,31,0,43,0
Precinct,1 - One,345,528,1,874,0
Precinct,2 - Two,411,500,1,912,0
Precinct,3 - Three,500,654,1,1155,0
Precinct,4 - Four,346,443,1,790,0
Precinct,5 - Five,312,522,2,836,0
Precinct,6 - Six,377,533,0,910,0
Precinct,Ab - Central Absentee Precinct,209,1141,0,1350,0
Precinct,Provisional,6,22,0,28,0
Locality,Fairfax County,149398,287726,524,437648,0
Precinct,##ev - Central Absentee Precinct (CD 10),10393,15269,13,25675,0
Precinct,##ev - Central Absentee Precinct (CD 11),15692,36409,24,52125,0
Precinct,##ev - Central Absentee Precinct (CD 8),8796,22234,21,31051,0
Precinct,##pe - Central Absentee Precinct (CD 10),477,1170,2,1649,0
Precinct,##pe - Central Absentee Precinct (CD 11),851,3437,5,4293,0
Precinct,##pe - Central Absentee Precinct (CD 8),525,2177,3,2705,0
Precinct,104 - Chapel (CD 11),445,667,3,1115,0
Precinct,105 - Fairview (CD 11),665,999,1,1665,0
Precinct,106 - Heritage (CD 11),451,762,2,1215,0
Precinct,108 - Kings Park (CD 11),461,634,3,1098,0
Precinct,109 - Little Run (CD 11),218,381,0,599,0
Precinct,110 - North Springfield (CD 11),751,962,3,1716,0
Precinct,113 - Canterbury (CD 11),643,1066,1,1710,0
Precinct,114 - Olde Creek (CD 11),377,546,2,925,0
Precinct,115 - Ravensworth (CD 11),392,513,1,906,0
Precinct,116 - Wakefield (CD 11),401,675,3,1079,0
Precinct,117 - Woodson (CD 11),469,643,2,1114,0
Precinct,118 - Lake Braddock (CD 11),564,1026,5,1595,0
Precinct,119 - Laurel (CD 11),725,992,2,1719,0
Precinct,120 - Sideburn (CD 11),625,708,1,1334,0
Precinct,121 - Villa (CD 11),380,469,4,853,0
Precinct,123 - Robinson (CD 11),678,954,2,1634,0
Precinct,125 - Signal Hill (CD 11),525,725,1,1251,0
Precinct,126 - Bonnie Brae (CD 11),372,650,4,1026,0
Precinct,127 - Burke Centre (CD 11),614,1144,1,1759,0
Precinct,128 - Cardinal (CD 11),352,593,3,948,0
Precinct,129 - Keene Mill (CD 11),315,469,2,786,0
Precinct,130 - Terra Centre (CD 11),420,686,0,1106,0
Precinct,131 - Eagle View (CD 11),546,736,1,1283,0
Precinct,132 - Monument (CD 11),393,763,0,1156,0
Precinct,133 - Danbury (CD 11),126,230,0,356,0
Precinct,134 - University (CD 11),60,319,1,380,0
Precinct,201 - Armstrong (CD 11),442,902,0,1344,0
Precinct,202 - Flint Hill (CD 11),566,745,1,1312,0
Precinct,203 - Floris (CD 11),658,944,4,1606,0
Precinct,204 - Madison (CD 11),125,221,0,346,0
Precinct,208 - Reston #1 (CD 11),443,950,2,1395,0
Precinct,209 - Reston #2 (CD 11),352,927,4,1283,0
Precinct,213 - Vienna #1 (CD 11),658,1047,4,1709,0
Precinct,214 - Vienna #2 (CD 11),540,867,1,1408,0
Precinct,216 - Vienna #4 (CD 11),276,401,0,677,0
Precinct,218 - Vienna #6 (CD 11),380,552,1,933,0
Precinct,219 - Westbriar (CD 11),538,821,1,1360,0
Precinct,220 - Dogwood (CD 11),477,941,3,1421,0
Precinct,221 - Hunters Woods (CD 11),399,758,1,1158,0
Precinct,222 - Reston #3 (CD 11),181,626,0,807,0
Precinct,223 - Glade (CD 11),407,1042,0,1449,0
Precinct,224 - South Lakes (CD 11),537,1342,2,1881,0
Precinct,225 - Hughes (CD 11),369,964,2,1335,0
Precinct,226 - Wolftrap (CD 11),686,963,3,1652,0
Precinct,227 - Sunrise Valley (CD 11),313,488,1,802,0
Precinct,229 - Fox Mill (CD 10),765,1099,6,1870,0
Precinct,233 - North Point (CD 11),590,736,3,1329,0
Precinct,234 - Aldrin (CD 11),393,654,1,1048,0
Precinct,235 - Frying Pan (CD 11),373,789,1,1163,0
Precinct,236 - Stuart (CD 11),232,376,2,610,0
Precinct,237 - Mcnair (CD 11),334,798,0,1132,0
Precinct,238 - Cameron Glen (CD 11),384,584,3,971,0
Precinct,240 - Colvin (CD 10),470,524,2,996,0
Precinct,301 - Chain Bridge (CD 10),544,593,2,1139,0
Precinct,302 - Chesterbrook (CD 8),378,532,0,910,0
Precinct,303 - Churchill (CD 10),262,368,0,630,0
Precinct,304 - Cooper (CD 10),369,354,0,723,0
Precinct,305 - El Nido (CD 8),368,577,2,947,0
Precinct,306 - Great Falls (CD 10),421,340,1,762,0
Precinct,307 - Haycock (CD 8),426,668,1,1095,0
Precinct,309 - Kenmore (CD 10),587,611,6,1204,0
Precinct,310 - Kirby (CD 8),318,496,2,816,0
Precinct,311 - Langley (CD 10),395,393,1,789,0
Precinct,312 - Longfellow (CD 8),354,546,1,901,0
Precinct,314 - Mclean (CD 10),314,467,0,781,0
Precinct,315 - Pimmit (CD 8),483,681,5,1169,0
Precinct,316 - Salona #1 (CD 8),158,183,0,341,0
Precinct,317 - Westhampton (CD 8),296,499,0,795,0
Precinct,318 - Westmoreland (CD 8),226,367,0,593,0
Precinct,319 - Herndon #1 (CD 11),569,834,3,1406,0
Precinct,320 - Herndon #2 (CD 11),484,762,0,1246,0
Precinct,321 - Clearview (CD 10),747,985,3,1735,0
Precinct,322 - Forestville (CD 10),621,497,0,1118,0
Precinct,323 - Shouse (CD 10),405,557,2,964,0
Precinct,324 - Herndon #3 (CD 11),421,719,3,1143,0
Precinct,325 - Hutchison (CD 11),184,545,1,730,0
Precinct,327 - Sugarland (CD 10),636,836,0,1472,0
Precinct,328 - Hickory (CD 10),506,501,1,1008,0
Precinct,329 - Seneca (CD 10),648,609,2,1259,0
Precinct,331 - Spring Hill (CD 10),364,407,0,771,0
Precinct,332 - Coates (CD 11),435,909,2,1346,0
Precinct,333 - Salona #2 (CD 8),279,388,1,668,0
Precinct,401 - Bush Hill (CD 8),569,900,2,1471,0
Precinct,402 - Cameron (CD 8),159,363,1,523,0
Precinct,403 - Forestdale (CD 8),177,338,2,517,0
Precinct,404 - Franconia (CD 8),465,901,1,1367,0
Precinct,405 - Groveton (CD 8),179,467,2,648,0
Precinct,406 - Hayfield (CD 8),498,653,1,1152,0
Precinct,408 - Mount Eagle (CD 8),229,745,2,976,0
Precinct,409 - Pioneer (CD 8),498,814,1,1313,0
Precinct,410 - Rose Hill (CD 8),682,1081,5,1768,0
Precinct,411 - Virginia Hills (CD 8),331,629,4,964,0
Precinct,413 - Fairfield (CD 8),153,559,2,714,0
Precinct,415 - Crestwood (CD 8),470,658,5,1133,0
Precinct,417 - Garfield (CD 8),500,803,1,1304,0
Precinct,418 - Lynbrook (CD 8),297,448,1,746,0
Precinct,419 - Lane #1 (CD 8),130,313,1,444,0
Precinct,420 - Villages (CD 8),581,1103,0,1684,0
Precinct,421 - Kingstowne (CD 8),425,834,2,1261,0
Precinct,422 - Van Dorn (CD 8),402,922,1,1325,0
Precinct,423 - Clermont (CD 8),451,710,1,1162,0
Precinct,424 - Huntley (CD 8),409,737,0,1146,0
Precinct,426 - Greenspring (CD 11),286,651,3,940,0
Precinct,427 - Island Creek (CD 8),382,784,2,1168,0
Precinct,428 - Pinewood (CD 8),198,682,1,881,0
Precinct,429 - Hybla Valley (CD 8),211,722,2,935,0
Precinct,430 - Lane #2 (CD 8),270,587,2,859,0
Precinct,501 - Baileys #1 (CD 8),222,489,0,711,0
Precinct,502 - Barcroft (CD 11),194,366,1,561,0
Precinct,503 - Belvedere (CD 11),209,389,0,598,0
Precinct,504 - Bristow (CD 11),332,553,2,887,0
Precinct,505 - Glen Forest (CD 8),334,671,1,1006,0
Precinct,506 - Holmes #1 (CD 8),60,119,0,179,0
Precinct,507 - Lincolnia (CD 8),343,748,3,1094,0
Precinct,508 - Masonville (CD 11),430,695,0,1125,0
Precinct,509 - Plaza (CD 8),100,397,0,497,0
Precinct,510 - Parklawn (CD 8),313,490,0,803,0
Precinct,511 - Ravenwood (CD 11),334,653,3,990,0
Precinct,512 - Sleepy Hollow (CD 11),238,399,1,638,0
Precinct,513 - Saint Albans (CD 8),21,50,2,73,0
Precinct,513 - Saint Albans (CD 11),321,553,2,876,0
Precinct,514 - Crossroads (CD 8),72,328,0,400,0
Precinct,515 - Westlawn (CD 8),224,397,1,622,0
Precinct,516 - Weyanoke #1 (CD 8),235,324,3,562,0
Precinct,517 - Willston (CD 8),217,356,2,575,0
Precinct,518 - Columbia (CD 11),385,569,5,959,0
Precinct,519 - Hummer (CD 11),314,441,1,756,0
Precinct,520 - Skyline (CD 8),171,534,0,705,0
Precinct,521 - Brook Hill (CD 8),363,461,2,826,0
Precinct,522 - Camelot #1 (CD 11),68,113,0,181,0
Precinct,523 - Poe (CD 8),386,564,1,951,0
Precinct,525 - Walnut Hill (CD 8),482,713,0,1195,0
Precinct,526 - Bren Mar (CD 8),384,941,4,1329,0
Precinct,527 - Edsall (CD 8),369,524,2,895,0
Precinct,528 - Ridgelea (CD 11),263,373,0,636,0
Precinct,530 - Holmes #2 (CD 11),146,442,1,589,0
Precinct,531 - Baileys #2 (CD 8),113,285,0,398,0
Precinct,532 - Weyanoke #2 (CD 8),182,396,2,580,0
Precinct,534 - Camelot #2 (CD 11),234,334,1,569,0
Precinct,601 - Belle Haven (CD 8),382,439,2,823,0
Precinct,602 - Belleview (CD 8),363,528,1,892,0
Precinct,604 - Bucknell (CD 8),319,755,2,1076,0
Precinct,605 - Fort Hunt (CD 8),455,523,2,980,0
Precinct,606 - Hollin Hall (CD 8),453,599,0,1052,0
Precinct,607 - Huntington (CD 8),326,795,1,1122,0
Precinct,608 - Kirkside (CD 8),217,481,0,698,0
Precinct,609 - Marlan (CD 8),376,429,2,807,0
Precinct,610 - Sherwood (CD 8),205,430,2,637,0
Precinct,611 - Stratford (CD 8),495,641,2,1138,0
Precinct,612 - Waynewood (CD 8),256,342,0,598,0
Precinct,613 - Westgate (CD 8),804,646,2,1452,0
Precinct,614 - Riverside (CD 8),386,465,2,853,0
Precinct,615 - Woodley (CD 8),443,617,1,1061,0
Precinct,616 - Gunston (CD 8),652,567,0,1219,0
Precinct,617 - Lorton (CD 8),259,542,0,801,0
Precinct,618 - Newington (CD 11),857,1340,9,2206,0
Precinct,619 - Belvoir (CD 8),443,718,1,1162,0
Precinct,621 - Grosvenor (CD 8),230,558,3,791,0
Precinct,622 - Lorton Station (CD 8),330,910,2,1242,0
Precinct,623 - Alban (CD 8),426,812,1,1239,0
Precinct,626 - Saratoga (CD 8),601,822,4,1427,0
Precinct,627 - Woodlawn (CD 8),391,828,3,1222,0
Precinct,628 - Laurel Hill (CD 11),495,1178,4,1677,0
Precinct,629 - South County (CD 11),621,803,1,1425,0
Precinct,630 - Army (CD 8),134,197,0,331,0
Precinct,701 - Blake (CD 11),518,987,1,1506,0
Precinct,703 - Fort Buffalo (CD 8),231,512,0,743,0
Precinct,704 - Freedom Hill (CD 11),354,601,2,957,0
Precinct,705 - Graham - Greenway (CD 8),434,927,4,1365,0
Precinct,707 - Mantua (CD 11),352,633,1,986,0
Precinct,708 - Marshall (CD 8),465,961,1,1427,0
Precinct,709 - Mosby (CD 11),370,728,2,1100,0
Precinct,710 - Pine Spring (CD 8),264,586,2,852,0
Precinct,711 - Price (CD 11),333,511,3,847,0
Precinct,712 - Shreve (CD 8),233,416,0,649,0
Precinct,713 - Timber Lane (CD 8),355,887,2,1244,0
Precinct,714 - Walker (CD 11),440,778,1,1219,0
Precinct,717 - Woodburn (CD 11),235,518,0,753,0
Precinct,718 - Pine Ridge (CD 11),336,509,2,847,0
Precinct,720 - Thoreau (CD 11),485,769,1,1255,0
Precinct,721 - Merrifield (CD 11),369,966,3,1338,0
Precinct,723 - Gallows East (CD 11),169,418,1,588,0
Precinct,726 - Magarity (CD 8),423,837,2,1262,0
Precinct,727 - Oakton (CD 11),458,581,2,1041,0
Precinct,729 - Nottoway (CD 11),340,615,2,957,0
Precinct,730 - Penderbrook (CD 11),565,947,1,1513,0
Precinct,731 - Tysons (CD 11),380,682,2,1064,0
Precinct,732 - Oak Marr (CD 11),695,737,0,1432,0
Precinct,733 - Kilmer (CD 11),501,964,2,1467,0
Precinct,734 - Hunters Branch (CD 11),201,387,1,589,0
Precinct,735 - Rotonda (CD 11),189,337,1,527,0
Precinct,801 - Burke (CD 11),679,1039,2,1720,0
Precinct,802 - Cedar Lake (CD 11),167,275,1,443,0
Precinct,803 - Clifton (CD 10),1037,705,1,1743,0
Precinct,804 - Colchester (CD 10),439,382,1,822,0
Precinct,805 - Fairfax Station (CD 10),391,403,0,794,0
Precinct,806 - Sydenstricker (CD 11),590,878,0,1468,0
Precinct,807 - Hunt Valley (CD 11),420,562,0,982,0
Precinct,811 - Pohick (CD 11),294,523,1,818,0
Precinct,812 - Valley (CD 11),504,690,4,1198,0
Precinct,815 - Woodyard (CD 10),621,544,1,1166,0
Precinct,824 - Orange (CD 11),729,947,5,1681,0
